scene_id,source_id,experiment_id,variable,value,source_count,mic_layout,num_mics,rt60,snr,true_x,true_y,true_z,pred_x,pred_y,pred_z,error_cm,score,matched,seed
scene_0100,source_001,E1,mic_count,6,1,mic_6,6,0.3,20.0,0.8799403853476536,0.4997327744387025,0.35,0.8600000000000001,0.4000000000000001,0.35,10.17066628351064,0.592284551538917,False,20260726
scene_0001,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.91315373790865,0.24987425323090112,0.35,0.9000000000000001,0.24000000000000005,0.35,1.6447543823848338,0.6093077077460424,True,20260627
scene_0002,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.28490299279029135,0.15044814792901381,0.35,0.28,0.22000000000000003,0.35,6.972445385089795,0.5166705473235507,True,20260628
scene_0003,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9606201638731728,0.5449016856152197,0.35,0.9800000000000001,0.52,0.35,3.155427062668248,0.529725296276091,True,20260629
scene_0004,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4116381790591716,0.5823789933975991,0.35,0.4400000000000001,0.66,0.35,8.264026593041422,0.5631921044167051,True,20260630
scene_0005,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0196204002269478,0.6159782749667391,0.35,1.0400000000000003,0.6000000000000001,0.35,2.5896589694832763,0.6052003828721368,True,20260631
scene_0006,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.094307653923706,0.5733269789091149,0.35,1.1200000000000003,0.56,0.35,2.894313413830763,0.6531323717606587,True,20260632
scene_0007,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.8509747096579159,0.4141621795610436,0.35,0.8400000000000001,0.4000000000000001,0.35,1.7916796086208882,0.5120780762500624,True,20260633
scene_0008,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.2305753021619123,0.4509116197272055,0.35,0.2,0.38000000000000006,0.35,7.722245084577432,0.5477066303268919,True,20260634
scene_0009,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.5220358238642889,0.4679121573325631,0.35,0.5800000000000001,0.4000000000000001,0.35,8.92855353831433,0.5439771949686363,True,20260635
scene_0010,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0224518580646798,0.6523153775791968,0.35,1.0000000000000002,0.64,0.35,2.560770304956494,0.5815743426235938,True,20260636
scene_0011,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.09847315520396024,0.283491514796888,0.35,0.08,0.26000000000000006,0.35,2.9884924805694397,0.5207433531120764,True,20260637
scene_0012,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4495819301539913,0.4288512450144497,0.35,0.4400000000000001,0.4200000000000001,0.35,1.3044459505160972,0.5754494742995447,True,20260638
scene_0013,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.45163029930715287,0.113007526181993,0.35,0.4400000000000001,0.08,0.35,3.499658049908464,0.5978315759069125,True,20260639
scene_0014,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.3065697040072544,0.6164446478443705,0.35,0.30000000000000004,0.6000000000000001,0.35,1.770840064681985,0.5971349685787322,True,20260640
scene_0015,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4937844353414752,0.408594970371285,0.35,0.6000000000000001,0.4000000000000001,0.35,10.656275001806469,0.5891580324582208,False,20260641
scene_0016,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4649953139608252,0.6341734895235459,0.35,0.54,0.5800000000000001,0.35,9.252280743142698,0.5418393278412263,True,20260642
scene_0017,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.1859284375253824,0.3862911620522877,0.35,0.08,0.38000000000000006,0.35,10.61150912761092,0.5875255921523949,False,20260643
scene_0018,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.2471042802545702,0.24185952611598088,0.35,0.26000000000000006,0.26000000000000006,0.35,2.2257052376481736,0.554715802527098,True,20260644
scene_0019,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9879899635925242,0.2714508838831799,0.35,0.9800000000000001,0.26000000000000006,0.35,1.396288866660222,0.511133829757759,True,20260645
scene_0020,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0865441576090178,0.5403427921843991,0.35,1.0800000000000003,0.52,0.35,2.136949210134178,0.5646348220711936,True,20260646
scene_0021,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.842195429424598,0.2079908062852881,0.35,0.8200000000000001,0.24000000000000005,0.35,3.8951579808889183,0.604789534002062,True,20260647
scene_0022,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.16059600051802178,0.15919361807085852,0.35,0.14,0.14,0.35,2.815297874094923,0.5701488814895495,True,20260648
scene_0023,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9381766747458229,0.5210068394667083,0.35,0.8600000000000001,0.52,0.35,7.818315803308209,0.4702489737860017,True,20260649
scene_0024,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.1571743935650829,0.4580429760398142,0.35,0.14,0.38000000000000006,0.35,7.9910361677815995,0.507063519380797,True,20260650
scene_0025,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.35878053338996857,0.33664244743901645,0.35,0.3400000000000001,0.3400000000000001,0.35,1.907830164379128,0.6009764390549539,True,20260651
scene_0026,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.8382648435522316,0.39711726553020493,0.35,0.8400000000000001,0.4000000000000001,0.35,0.33646583662502083,0.60737499869904,True,20260652
scene_0027,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.17413013419597273,0.5413371046117295,0.35,0.14,0.6200000000000001,0.35,8.57479863967727,0.5594944878033243,True,20260653
scene_0028,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.7140792959859823,0.48394441623276513,0.35,0.7400000000000001,0.4200000000000001,0.35,6.8998342472348,0.552199590363678,True,20260654
scene_0029,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.8359175482022422,0.49158505909396566,0.35,0.8200000000000001,0.4000000000000001,0.35,9.295800874597019,0.5613832649314237,True,20260655
scene_0030,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.2816634964931603,0.08602194687590838,0.35,0.30000000000000004,0.1,0.35,2.305674153032631,0.5869563742299362,True,20260656
scene_0031,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0808523467099977,0.3304179764471413,0.35,1.1000000000000003,0.3400000000000001,0.35,2.141139420686299,0.5999574173691026,True,20260657
scene_0032,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9571532491424077,0.3560065583671004,0.35,0.8600000000000001,0.36000000000000004,0.35,9.723528883590623,0.590937477122773,True,20260658
scene_0033,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.104402647505421,0.6554898977639605,0.35,1.1000000000000003,0.66,0.35,0.6302723795036186,0.6058023403053766,True,20260659
scene_0034,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0774154973452033,0.631195539492706,0.35,1.1200000000000003,0.64,0.35,4.348515138735197,0.5629720830334589,True,20260660
scene_0035,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.660505642347543,0.184629172196087,0.35,0.6000000000000001,0.14,0.35,7.51844117274104,0.5957690412799198,True,20260661
scene_0036,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9135425399173397,0.11727817583086708,0.35,1.1000000000000003,0.36000000000000004,0.35,30.607232535541083,0.5253711151061652,False,20260662
scene_0037,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.45512684354363786,0.42081693447440405,0.35,0.4600000000000001,0.4200000000000001,0.35,0.494115733241256,0.5643197969125269,True,20260663
scene_0038,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.213758747427372,0.40330812285423906,0.35,0.2,0.4000000000000001,0.35,1.4150858899337295,0.6167113139223576,True,20260664
scene_0039,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.2979686873412104,0.39375142041506084,0.35,0.32000000000000006,0.38000000000000006,0.35,2.597075857384793,0.5728182831348371,True,20260665
scene_0040,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.10314530018681942,0.6273975564990586,0.35,0.08,0.6200000000000001,0.35,2.4298739944588594,0.6268737079931656,True,20260666
scene_0041,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.15256960220897903,0.3382610832840304,0.35,0.12000000000000001,0.3400000000000001,0.35,3.2615990240926456,0.5590070358355432,True,20260667
scene_0042,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.017150404822299,0.5890297112312395,0.35,1.0800000000000003,0.6000000000000001,0.35,6.379983424485465,0.5664236150118112,True,20260668
scene_0043,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9951139715426243,0.21177701145416095,0.35,1.1000000000000003,0.12000000000000001,0.35,13.937036556247776,0.5277950552314061,False,20260669
scene_0044,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.6785369006482386,0.3315381533168737,0.35,0.6200000000000001,0.3400000000000001,0.35,5.914534290026966,0.5447785346723548,True,20260670
scene_0045,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.31927527494403074,0.6681431688698649,0.35,0.3400000000000001,0.66,0.35,2.2267137846805993,0.57019830595493,True,20260671
scene_0046,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4138052125113325,0.11519533297297213,0.35,0.4200000000000001,0.08,0.35,3.573635201175592,0.581239441432059,True,20260672
scene_0047,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.20919442250343712,0.538257649151311,0.35,0.22000000000000003,0.4600000000000001,0.35,7.900012756776982,0.5384418110306863,True,20260673
scene_0048,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4304552938646173,0.18007152400070336,0.35,0.5000000000000001,0.16000000000000003,0.35,7.238323167120658,0.5443232968054341,True,20260674
scene_0049,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.2584009484260853,0.3312095523831847,0.35,0.28,0.32000000000000006,0.35,2.4334606911228076,0.5184823026935184,True,20260675
scene_0050,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.32652002826916526,0.47473707920007885,0.35,0.3400000000000001,0.5000000000000001,0.35,2.863432913841706,0.5654051543970721,True,20260676
scene_0051,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9080062099714555,0.40148355467278196,0.35,0.8600000000000001,0.38000000000000006,0.35,5.259409964246823,0.5801703359545778,True,20260677
scene_0052,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.8282174148362811,0.08742164362794756,0.35,0.8400000000000001,0.12000000000000001,0.35,3.4643594170419747,0.5427033935310843,True,20260678
scene_0053,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.6696996240145393,0.33132768927679335,0.35,0.6200000000000001,0.36000000000000004,0.35,5.737729541721773,0.6137274551029994,True,20260679
scene_0054,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.11021623263815401,0.3118214166401445,0.35,0.08,0.36000000000000004,0.35,5.686999744509922,0.6127166781896514,True,20260680
scene_0055,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.994762534527545,0.5672558981489705,0.35,1.0200000000000002,0.56,0.35,2.6259811907582296,0.5746129698026543,True,20260681
scene_0056,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.816201665026683,0.5867439099410949,0.35,0.8400000000000001,0.52,0.35,7.085979298394256,0.5387295178099671,True,20260682
scene_0057,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.3659658544183925,0.6453093319080601,0.35,0.38000000000000006,0.66,0.35,2.031681498644159,0.5563175764904781,True,20260683
scene_0058,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.15921999320464417,0.25353679869070556,0.35,0.14,0.36000000000000004,0.35,10.818420111924814,0.5520720965853765,False,20260684
scene_0059,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.5334721216308156,0.4214407565288687,0.35,0.5800000000000001,0.38000000000000006,0.35,6.2307140579732865,0.6136242056343924,True,20260685
scene_0060,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.7703121542452164,0.4699099661338723,0.35,0.8000000000000002,0.4000000000000001,0.35,7.595242952268872,0.5523609431032687,True,20260686
scene_0061,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.7117273976243993,0.22178073581573643,0.35,0.64,0.22000000000000003,0.35,7.17494988833659,0.5948553683655219,True,20260687
scene_0062,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.49162020954431895,0.4169344247239129,0.35,0.4800000000000001,0.4200000000000001,0.35,1.2017779396678747,0.6127119458018891,True,20260688
scene_0063,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.6767045605719935,0.3815852738476891,0.35,0.6200000000000001,0.38000000000000006,0.35,5.6726715776916175,0.5994480965750513,True,20260689
scene_0064,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.8956429074330077,0.24236075065782836,0.35,0.8600000000000001,0.24000000000000005,0.35,3.5721002140846823,0.5695816982062902,True,20260690
scene_0065,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.09543111146115485,0.12395250437408734,0.35,0.08,0.12000000000000001,0.35,1.5929265260951742,0.5781556610638812,True,20260691
scene_0066,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.29995610652669735,0.5019720349974658,0.35,0.32000000000000006,0.5000000000000001,0.35,2.0140669988864235,0.5615703995008975,True,20260692
scene_0067,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4963736848302572,0.1860402101406383,0.35,0.5000000000000001,0.18000000000000002,0.35,0.7045161478161951,0.612173164875596,True,20260693
scene_0068,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0198152943289522,0.4746751353986092,0.35,1.0200000000000002,0.4400000000000001,0.35,3.4675627335302703,0.5238819651020789,True,20260694
scene_0069,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.6983806504653327,0.6074763415625563,0.35,0.6200000000000001,0.52,0.35,11.745482834067593,0.5704684506808471,False,20260695
scene_0070,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0385908593598296,0.6673083359217676,0.35,1.1000000000000003,0.6200000000000001,0.35,7.751877967209662,0.5372569847580996,True,20260696
scene_0071,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.8616413978164373,0.14331092565171408,0.35,0.8600000000000001,0.08,0.35,6.333219950127007,0.48574413946949235,True,20260697
scene_0072,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4286484224972069,0.5546717114732097,0.35,0.5000000000000001,0.5800000000000001,0.35,7.571373595216026,0.5915035399860791,True,20260698
scene_0073,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0997803196299096,0.6430175115956258,0.35,1.1200000000000003,0.6200000000000001,0.35,3.0637253700738176,0.562716185959754,True,20260699
scene_0074,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0355284689865534,0.11410422938890838,0.35,1.0400000000000003,0.1,0.35,1.479607638055319,0.5860462146101404,True,20260700
scene_0075,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9272671378460657,0.2681617414953122,0.35,0.8600000000000001,0.30000000000000004,0.35,7.442138495495045,0.548347315394326,True,20260701
scene_0076,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.17952941098013184,0.33526845255214843,0.35,0.16000000000000003,0.4400000000000001,0.35,10.653682426303359,0.5327981809606127,False,20260702
scene_0077,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.15451683624701976,0.25986839460449285,0.35,0.08,0.26000000000000006,0.35,7.451695246214303,0.5412578564185413,True,20260703
scene_0078,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.43273947069747487,0.4437836688725199,0.35,0.4600000000000001,0.38000000000000006,0.35,6.93649253779826,0.5598614114487124,True,20260704
scene_0079,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.7187791900182984,0.4679022198636434,0.35,0.7200000000000001,0.4000000000000001,0.35,6.791319341204607,0.5617922264084539,True,20260705
scene_0080,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.6142367489827001,0.24127070957478253,0.35,0.6000000000000001,0.24000000000000005,0.35,1.429334545933363,0.6408734817698296,True,20260706
scene_0081,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.947274907987723,0.3710787271578805,0.35,0.8600000000000001,0.38000000000000006,0.35,8.77296909454777,0.5563108324695997,True,20260707
scene_0082,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.7642649515826427,0.3064189465987612,0.35,0.7600000000000001,0.38000000000000006,0.35,7.3704553669622435,0.5659449652464771,True,20260708
scene_0083,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.5125569539313485,0.6562160396339682,0.35,0.5000000000000001,0.66,0.35,1.311470350735024,0.5831452727479186,True,20260709
scene_0084,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9359675316131085,0.6385842072892546,0.35,0.8600000000000001,0.5800000000000001,0.35,9.593318092870145,0.5282698028520166,True,20260710
scene_0085,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.6350132956645371,0.48346975387782437,0.35,0.6200000000000001,0.52,0.35,3.9495036757262745,0.5560646074832076,True,20260711
scene_0086,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.1791544614784213,0.12590708508960607,0.35,0.18000000000000002,0.08,0.35,4.591487119459017,0.5647202217108056,True,20260712
scene_0087,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.6275215233728432,0.5280696483160418,0.35,0.6000000000000001,0.52,0.35,2.8680193038167356,0.6149992145176193,True,20260713
scene_0088,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.0266820758249393,0.12197802465627097,0.35,1.0400000000000003,0.12000000000000001,0.35,1.3464014478360036,0.5650050401454029,True,20260714
scene_0089,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.3480082758521427,0.18203757759843556,0.35,0.3400000000000001,0.2,0.35,1.966675114644601,0.5521032177184064,True,20260715
scene_0090,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.71015734282329,0.1639975082485211,0.35,0.7200000000000001,0.16000000000000003,0.35,1.0623463300413676,0.6048886881969691,True,20260716
scene_0091,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.12890010764055745,0.35241688151336503,0.35,0.08,0.36000000000000004,0.35,4.9484585612496055,0.6641738607277532,True,20260717
scene_0092,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.686825767581549,0.10105213251496513,0.35,0.6200000000000001,0.08,0.35,7.006336772016347,0.5505723057291289,True,20260718
scene_0093,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.16066741542093954,0.28140019271654115,0.35,0.08,0.3400000000000001,0.35,9.970541271341773,0.5387689405882272,True,20260719
scene_0094,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.13715372497431205,0.6391444952638591,0.35,0.08,0.64,0.35,5.716012742106915,0.5275414138043324,True,20260720
scene_0095,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.4968342905892833,0.6071123588628028,0.35,0.5000000000000001,0.54,0.35,6.718698109159781,0.5833650556990957,True,20260721
scene_0096,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.5498188072520949,0.16600127387794372,0.35,0.56,0.16000000000000003,0.35,1.1818289805555053,0.5718828373006668,True,20260722
scene_0097,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,1.098338121237861,0.10719655929560822,0.35,1.1200000000000003,0.14,0.35,3.9310338507219393,0.5514161336857551,True,20260723
scene_0098,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.8576847876220116,0.29019106792954474,0.35,0.8400000000000001,0.36000000000000004,0.35,7.201415631702626,0.4964388660797956,True,20260724
scene_0099,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.9552826675775233,0.45328069377944097,0.35,0.8600000000000001,0.38000000000000006,0.35,12.020335611572994,0.5460806698545119,False,20260725
scene_0100,source_001,E1,mic_count,8,1,mic_8,8,0.3,20.0,0.8799403853476536,0.4997327744387025,0.35,0.8600000000000001,0.5000000000000001,0.35,1.9942175842006964,0.5453711440919862,True,20260726
